ID,Candidate work,Year,Venue/status,Accepted venue,Accepted venue evidence,Accepted venue confidence,arXiv,First arXiv date,First arXiv date evidence,DOI,Found via,Cited seed(s) / match reason,Status,Link/notes,CALVIN usage,Evaluation protocol,Demos per task,Reported benchmark numbers,ABC D average task completed,ABCD D average task completed,D D average task completed,ABC D 5/5 chain success rate,ABCD D 5/5 chain success rate,D D 5/5 chain success rate,DD previous SOTA ATC,DD previous SOTA name,ABCD previous SOTA ATC,ABCD previous SOTA name,ABCDD previous SOTA ATC,ABCDD previous SOTA name,ABCD previous SOTA 5/5 chain success rate,ABCDD previous SOTA 5/5 chain success rate,DD previous SOTA 5/5 chain success rate,Reported numbers evidence,Reported numbers confidence,Reported-number weights availability,Reported-number weights URL,Reported-number weights evidence,Reported-number weights confidence,Usage evidence,Usage confidence,Official-ish protocol,Official-ish protocol reason
109,Utilize the Calvin framework and dual-arm collaboration technology to enhance the imitation learning capability and efficiency of RoboFlamingo,2026,SSRN Electronic Journal,SSRN Electronic Journal,OpenAlex primary location metadata,medium,,n/a,n/a,10.2139/ssrn.6435082,OpenAlex term search - CALVIN benchmark robot; OpenAlex term search - CALVIN robot topic,CALVIN term/metadata match,term-only,https://doi.org/10.2139/ssrn.6435082; OpenAlex: W7137822916,term-only-not-counted,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Term-only row retained for audit; no countable CALVIN citation confirmed from harvested evidence.,n/a,,
110,VAMPO: Policy Optimization for Improving Visual Dynamics in Video Action Models,2026,preprint/unknown,n/a,n/a,n/a,2603.19370,2026-03-19,arXiv API published date for 2603.19370,10.48550/arXiv.2603.19370,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/af1a7383524181efa7158b3505415d41698836f1; https://www.wizwand.com/paper/69c0c9050636e5bf4afc3ba3; https://arxiv.org/abs/2603.19370; Semantic Scholar: af1a7383524181efa7158b3505415d41698836f1; Wizwand paper: 69c0c9050636e5bf4afc3ba3,reports-results,abc-d,not reported,ABC D average task completed=4.56,4.56,,,83.1,,,,,4.37,Tri-VLA,,,81.8,,,Wizwand/PapersWithCode CALVIN ABC-D leaderboard lists VAMPO Avg.Length 4.56; tracker source includes https://www.wizwand.com/paper/69c0c54cbcdab9b76d3945e2.,medium,number-associated weight available,https://github.com/OpenHelix-Team/VAMPO#checkpoints,"Official VAMPO README CheckPoints table lists `VAMPO_SVD` and `VAMPO_policy`; the policy is described as trained on annotated CALVIN ABC data, and CALVIN evaluation instructions require downloading both. No large weights were downloaded.",high,Wizwand/PapersWithCode CALVIN ABC-D leaderboard lists VAMPO Avg.Length 4.56; tracker source includes https://www.wizwand.com/paper/69c0c54cbcdab9b76d3945e2.,medium,official-ish,"Reports CALVIN ABC-D average task completed/average length, which is comparable to the standard CALVIN long-horizon protocol."
111,VideoWorld 2: Learning Transferable Knowledge from Real-world Videos,2026,arXiv.org,n/a,n/a,n/a,2602.10102,2026-02-10,arXiv API published date for 2602.10102,10.48550/arXiv.2602.10102,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard; arXiv term search - CALVIN; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID; CALVIN term/full-text metadata match,indexed-citation,https://arxiv.org/abs/2602.10102; https://github.com/ByteDance-Seed/VideoWorld; https://www.semanticscholar.org/paper/a81338598f24e87876d0c86df7634cba8f2c90cc; https://www.wizwand.com/paper/698c0d35c97a0b3e3b5e12cb; https://arxiv.org/abs/2602.10102; https://github.com/ByteDance-Seed/VideoWorld; Semantic Scholar: a81338598f24e87876d0c86df7634cba8f2c90cc; Wizwand paper: 698c0d35c97a0b3e3b5e12cb,reports-results,abcd-d,not reported,ABCD D average task completed=2.88,,2.88,,,30.9,,,,,,2.51,LAPA (OpenX pretraining),,27.0,,ABCD D: VideoWorld 2 Avg Trajectory Length=2.88 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: Transformer (Oracle) Avg Trajectory Length=2.46 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: Transformer (Oracle) Avg Trajectory Length=2.36 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: VideoWorld 2 Avg Trajectory Length=1.87 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: Transformer (Oracle) Avg Trajectory Length=1.11 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d),medium,weight-but-not-for-number,,"Official VideoWorld 2 sources release related model assets, but no public CALVIN policy checkpoint tied to the tracked CALVIN result was found.",medium,ABCD D: VideoWorld 2 Avg Trajectory Length=2.88 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: Transformer (Oracle) Avg Trajectory Length=2.46 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: Transformer (Oracle) Avg Trajectory Length=2.36 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: VideoWorld 2 Avg Trajectory Length=1.87 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d); ABCD D: Transformer (Oracle) Avg Trajectory Length=1.11 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d),medium,official-ish,"Reports CALVIN ABCD-D average trajectory length, an official-style long-horizon task-chain evaluation."
112,"Vision-Language-Action in Robotics: A Survey of Datasets, Benchmarks, and Data Engines",2026,preprint/unknown,n/a,n/a,n/a,2604.23001,2026-04-24,arXiv API published date for 2604.23001,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/243c6e23d30f0da8f4a0579de16850f4a82eb2f2; Semantic Scholar: 243c6e23d30f0da8f4a0579de16850f4a82eb2f2,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
113,VISTA: Enhancing Visual Conditioning via Track-Following Preference Optimization in Vision-Language-Action Models,2026,arXiv.org,n/a,n/a,n/a,2602.05049,2026-02-04,arXiv API published date for 2602.05049,10.48550/arXiv.2602.05049,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/86f934aeb0e32cde020a5e4a3f884659b3708e7b; Semantic Scholar: 86f934aeb0e32cde020a5e4a3f884659b3708e7b,reports-results,abc-d,not reported,"CALVIN ABC->D Table 1 reports VISTA over OpenVLA: OpenVLA 92.8/78.3/63.7/52.3/44.0 Avg. Len. 3.31, VISTA 93.5/78.6/64.6/53.9/43.1 Avg. Len. 3.34. It also reports OpenVLA-OFT 92.1/83.2/76.3/70.9/64.3 Avg. Len. 3.87 and VISTA-OFT 94.8/87.5/80.1/73.3/66.6 Avg. Len. 4.02.",4.02,,,66.6,,,,,3.95,ReconVLA,,,64.1,,,"Cached arXiv PDF text calvin/audit_fulltext/arxiv_pdf_2602.05049.txt, Table 1 is titled CALVIN ABC->D Evaluation Results and Section 5.2 says policies train on A-C and evaluate on D under the LH-MTLC protocol.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Cached arXiv PDF text calvin/audit_fulltext/arxiv_pdf_2602.05049.txt, Table 1 is titled CALVIN ABC->D Evaluation Results and Section 5.2 says policies train on A-C and evaluate on D under the LH-MTLC protocol.",high,official-ish,"Reports CALVIN ABC-D LH-MTLC evaluation with average length values, matching the standard comparable protocol."
114,vla-eval: A Unified Evaluation Harness for Vision-Language-Action Models,2026,preprint/unknown,n/a,n/a,n/a,2603.13966,2026-03-14,arXiv API published date for 2603.13966,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/cb522f52c35d3e97ef569366699e2c8ba51c394b; Semantic Scholar: cb522f52c35d3e97ef569366699e2c8ba51c394b,reports-results,abc-d,not reported,ABC D average task completed=4.30 for X-VLA reproduction; Table II also reports DB-CogACT 4.02.,4.30,,,,,,,,4.43,X-VLA reported score,,,,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2603.13966.txt states CALVIN ABC->D with 1,000 chained sequences; Table II reports X-VLA len 4.30 and DB-CogACT len 4.02.",medium,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2603.13966.txt states CALVIN ABC->D with 1,000 chained sequences; Table II reports X-VLA len 4.30 and DB-CogACT len 4.02.",medium,official-ish,"Reports CALVIN ABC-D results over 1,000 chained sequences with average length, matching the standard official-style evaluation."
115,VLA-GSE: Boosting Parameter-Efficient Fine-Tuning in VLA with Generalized and Specialized Experts,2026,preprint/unknown,n/a,n/a,n/a,2605.06175,2026-05-07,arXiv API published date for 2605.06175,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/cf9c982a3ca99f61832a9a8b9b2d2f53745d20fd; Semantic Scholar: cf9c982a3ca99f61832a9a8b9b2d2f53745d20fd,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
116,VLA-IAP: Training-Free Visual Token Pruning via Interaction Alignment for Vision-Language-Action Models,2026,preprint/unknown,n/a,n/a,n/a,2603.22991,2026-03-24,arXiv API published date for 2603.22991,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/617f1d6d094060c759a57fec699e9a6236fa5268; Semantic Scholar: 617f1d6d094060c759a57fec699e9a6236fa5268,reports-results,abc-d,not reported,Table 1 reports VLA-IAP at 70% token retention 98.4/95.1/89.7/83.7/78.0 with Avg. 4.45.,4.45,,,78.0,,,,,4.43,DreamVLA Vanilla / 100% Retention,,,77.5,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2603.22991.txt, Table 1.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2603.22991.txt, Table 1.",high,official-ish,"Reports CALVIN ABC-D average task completion/average length in Table 1, which is the standard comparable long-horizon metric."
117,VLM4VLA: Revisiting Vision-Language-Models in Vision-Language-Action Models,2026,arXiv.org,n/a,n/a,n/a,2601.03309,2026-01-06,arXiv API published date for 2601.03309,10.48550/arXiv.2601.03309,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/923ca28eb947b7744c96fa99d41e405c1dc2969b; Semantic Scholar: 923ca28eb947b7744c96fa99d41e405c1dc2969b,reports-results,abc-d,not reported,"Table 1 reports the best VLM4VLA row, Qwen3VL-2B, at 0.943/0.882/0.831/0.776/0.710 with CALVIN 4.142.",4.142,,,71.0,,,,,3.509,pi0,,,53.2,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2601.03309.txt, Table 1.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2601.03309.txt, Table 1.",high,official-ish,"Reports CALVIN ABC-D average task completion/average length in Table 1, which matches the official-style benchmark protocol."
118,VLS: Steering Pretrained Robot Policies via Vision-Language Models,2026,arXiv (Cornell University),n/a,n/a,n/a,2602.03973,2026-02-03,OpenAlex/arXiv location metadata for 2602.03973,10.48550/arxiv.2602.03973,OpenAlex term search - CALVIN robot topic; Semantic Scholar citation graph; arXiv term search - CALVIN; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match,indexed-citation,http://arxiv.org/abs/2602.03973; https://arxiv.org/abs/2602.03973; https://openalex.org/W7127990998; https://www.semanticscholar.org/paper/538d95bc5a0eb3a80c64644efd789cb5101119c0; OpenAlex: W7127990998; OpenAlex: W7128096441; Semantic Scholar: 538d95bc5a0eb3a80c64644efd789cb5101119c0,reports-results,lh-mtlc,not reported,"Nonstandard CALVIN steering success-rate results, not standard 0-5 chained average length. Figure 2 reports VLS average success of 94% on movable-object tasks and 87% on articulated-part tasks, over 600 episodes per task. The abstract reports a 31% improvement on CALVIN, and the introduction describes up to a 31 percentage-point absolute improvement in long-horizon task success rate.",,,,,,,,,,,,,,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2602.03973.txt / https://arxiv.org/html/2602.03973, abstract, Section I, and Figure 2 caption.",high,weight-but-not-for-number,,"Official VLS sources reference `lerobot/pi05_libero_finetuned`, whose model card/file listing is LIBERO-trained/evaluated rather than tied to VLS's CALVIN steering result. No large weights were downloaded.",high,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2602.03973.txt / https://arxiv.org/html/2602.03973, abstract, Section I, and Figure 2 caption.",high,otherwise,"Reports CALVIN steering success rates on movable-object and articulated-part task groups, explicitly not the standard 0-5 chained average task-completion metric."
119,World Model for Robot Learning: A Comprehensive Survey,2026,preprint/unknown,n/a,n/a,n/a,2605.00080,2026-04-30,arXiv API published date for 2605.00080,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/ddfe191f758ed8d74ceaf769392af5c5c9546e52; Semantic Scholar: ddfe191f758ed8d74ceaf769392af5c5c9546e52,reports-results,abc-d; abcd-d,not reported,"Survey Table 6 reports representative CALVIN values including VPP 4.33, DreamVLA 4.44, GR-1 3.06/4.21, and UD-VLA 4.64.",4.44,4.64,,,,,,,4.44,DreamVLA,4.64,UD-VLA,,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2605.00080.txt, Table 6.",medium,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2605.00080.txt, Table 6.",medium,official-ish,"Survey Table 6 reports CALVIN ABC->D and ABCD->D average task-completion values, which are standard long-horizon CALVIN metrics."
120,Xiaomi-Robotics-0: An Open-Sourced Vision-Language-Action Model with Real-Time Execution,2026,arXiv.org,n/a,n/a,n/a,2602.12684,2026-02-13,arXiv API published date for 2602.12684,10.48550/arXiv.2602.12684,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard,CALVIN RA-L DOI; CALVIN abc-d average task completion result entry; CALVIN arXiv ID,indexed-citation,https://github.com/XiaomiRobotics/Xiaomi-Robotics-0; https://www.semanticscholar.org/paper/ae8aa1cced293fd9134c2c9757f419c68a17e4d9; https://www.wizwand.com/paper/6992a4619ebc499c97406af8; https://arxiv.org/abs/2602.12684; https://github.com/XiaomiRobotics/Xiaomi-Robotics-0; Semantic Scholar: ae8aa1cced293fd9134c2c9757f419c68a17e4d9; Wizwand paper: 6992a4619ebc499c97406af8,reports-results,abc-d; abcd-d,not reported,ABC D average task completed=4.75; ABCD D average task completed=4.8,4.75,4.8,,88.1,91.8,,,,4.53,FLOWER,4.67,FLOWER,77.8,88.3,,https://arxiv.org/html/2602.12684 Table 2 reports Xiaomi-Robotics-0 Avg.Len. 4.80 for ABCD -> D and 4.75 for ABC -> D.,high,number-associated weight available,https://huggingface.co/XiaomiRobotics/Xiaomi-Robotics-0-Calvin-ABC_D,Official Xiaomi-Robotics-0 README says fine-tuned weights are released for CALVIN and lists `Xiaomi-Robotics-0-Calvin-ABC_D` with the tracked ABC-D average length 4.75; Hugging Face API shows public safetensors files for that model. This checkpoint is counted for the row's ABC-D tracked number; a matching ABCD-D checkpoint was not verified. No large weights were downloaded.,high,https://arxiv.org/html/2602.12684 Table 2 reports Xiaomi-Robotics-0 Avg.Len. 4.80 for ABCD -> D and 4.75 for ABC -> D.,high,official-ish,Reports Xiaomi-Robotics-0 on standard CALVIN ABC->D and ABCD->D average-length evaluation.
121,3D Dynamics-Aware Manipulation: Endowing Manipulation Policies with 3D Foresight,2025,preprint/unknown,n/a,n/a,n/a,2502.10028,2025-02-14,arXiv API published date for 2502.10028,10.48550/arXiv.2502.10028,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard; Wizwand/PapersWithCode CALVIN D D average-task leaderboard,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID; CALVIN d-d average task completion result entry,indexed-citation,https://www.semanticscholar.org/paper/ce8ad4eecf1ff04fe95ed6862d936c27400d8240; https://www.wizwand.com/paper/68fa77031e209131cea707c6; https://arxiv.org/abs/2502.10028; Semantic Scholar: ce8ad4eecf1ff04fe95ed6862d936c27400d8240; Wizwand paper: 68fa77031e209131cea707c6,reports-results,abc-d; d-d,not reported,ABC D average task completed=4.23; D D average task completed=4.08,4.23,,4.08,71.3,,66.3,3.85,RoboUniView,4.08,UP-VLA,,,69.9,,56.3,Local cached arXiv HTML calvin/audit_sources/arxiv_html_2502.10028.txt / https://arxiv.org/abs/2502.10028 Table I reports 3D Foresight ABC -> D Avg.Len. 4.23 and D -> D Avg.Len. 4.08.,high,weight-but-not-for-number,,"Official 3D-Foresight repository links dependency/base checkpoints and a pretrained GR-MG model, but no result-producing 3D-Foresight CALVIN checkpoint was found.",high,Local cached arXiv HTML calvin/audit_sources/arxiv_html_2502.10028.txt / https://arxiv.org/abs/2502.10028 Table I reports 3D Foresight ABC -> D Avg.Len. 4.23 and D -> D Avg.Len. 4.08.,high,official-ish,Reports 3D Foresight on standard CALVIN ABC->D and D->D average-length evaluation.
