ID,Candidate work,Year,Venue/status,Accepted venue,Accepted venue evidence,Accepted venue confidence,arXiv,First arXiv date,First arXiv date evidence,DOI,Found via,Cited seed(s) / match reason,Status,Link/notes,LIBERO usage,Evaluation protocol,Demos per task,Reported benchmark numbers,Spatial,Object,Goal,Long/10,Spatial previous SOTA success rate,Spatial previous SOTA name,Object previous SOTA success rate,Object previous SOTA name,Goal previous SOTA success rate,Goal previous SOTA name,Long/10 previous SOTA success rate,Long/10 previous SOTA name,Reported numbers evidence,Reported numbers confidence,Reported-number weights availability,Reported-number weights URL,Reported-number weights evidence,Reported-number weights confidence,Usage evidence,Usage confidence,Official-ish protocol,Official-ish protocol reason
447,STAR: Learning Diverse Robot Skill Abstractions through Rotation-Augmented Vector Quantization,2025,ArXiv.org,International Conference on Machine Learning (ICML) 2025,"arXiv abs https://arxiv.org/abs/2506.03863 lists journal reference 'Proceedings of the 42st International Conference on Machine Learning, PMLR 267, 2025'; PDF first page carries the same ICML/PMLR venue.",high,2506.03863,2025-06-04,row-level public-source audit,10.48550/arxiv.2506.03863,"OpenAlex term search: ""LIBERO benchmark"" robot; OpenAlex term search: ""LIBERO"" ""robot manipulation""; OpenAlex term search: ""LIBERO-90""; OpenAlex term search: ""LIBERO-Goal""; OpenAlex term search: ""LIBERO-Long""; OpenAlex term search: ""LIBERO-Object""; OpenAlex term search: ""LIBERO-Spatial""; OpenAlex term search: ""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""; Semantic Scholar citation graph: arXiv 2306.03310","OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-90""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Goal""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Long""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Object""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Spatial""'; manual citation audit required.; OpenAlex term search matched '""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).",indexed-citation,http://arxiv.org/abs/2506.03863; https://arxiv.org/abs/2506.03863; https://arxiv.org/pdf/2506.03863; https://doi.org/10.48550/arXiv.2506.03863; https://doi.org/10.48550/arxiv.2506.03863; https://openalex.org/W4417252773; https://www.semanticscholar.org/paper/e33dd2510e4ca31a2e8f4ffaa67c2eaecb81cbe5; audit note: LIBERO-90 is reported in the paper but intentionally not placed in the original suite success-rate columns.,reports-results,spatial; object; goal; long-10,50 expert demonstrations per task,"Table 1 reports STAR/Ours: LIBERO-Object 98.3 +/- 0.2, LIBERO-Spatial 95.5 +/- 0.6, LIBERO-Goal 95.0 +/- 0.7, LIBERO-Long 88.5 +/- 0.3, LIBERO-90 90.8 +/- 0.2, Overall 93.6 +/- 0.1.",95.5,98.3,95.0,88.5,88.7,VQ-BeT,90.3,VQ-BeT,84.6,Octo,69.1,QueST,"arXiv PDF https://arxiv.org/pdf/2506.03863, Table 1 and Appendix A.1.1/A.3.1.",high,not-found,,"Checked arXiv 2506.03863, OpenReview/ICML-related public pages, exact-title web results, Hugging Face searches, and the official JiuTian-VL/STAR GitHub repository. The official repository reports the LIBERO table but only says details will be released, with no releases, packages, checkpoint downloads, or model file listings.",high,Section 4.2 and Table 1 evaluate STAR on LIBERO Object/Spatial/Goal/Long and LIBERO-90; Appendix A.1.1 states 50 expert demonstrations per task.,high,official-ish,"Reports standard LIBERO Object, Spatial, Goal, and Long success rates and additionally reports LIBERO-90."
448,Steering Your Diffusion Policy with Latent Space Reinforcement Learning,2025,arXiv.org,n/a,n/a,n/a,2506.15799,2025-06-18,arXiv API first-published metadata,10.48550/arXiv.2506.15799,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2506.15799; https://doi.org/10.48550/arXiv.2506.15799; https://www.semanticscholar.org/paper/85ba08c7fbc43032704a25ee00f07363dacf27da,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
449,Surfer: A World Model-Based Framework for Vision-Language Robot Manipulation,2025,IEEE Transactions on Neural Networks and Learning Systems,IEEE Transactions on Neural Networks and Learning Systems,harvested source venue/status metadata,medium,,n/a,n/a,10.1109/TNNLS.2025.3594117,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://doi.org/10.1109/TNNLS.2025.3594117; https://www.semanticscholar.org/paper/87fbb41c44be6556e3e0755251ce0464641a83b6,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
450,Survey of Vision-Language-Action Models for Embodied Manipulation,2025,ArXiv.org,Acta Automatica Sinica,"Public AAS/ScienceNet citation page https://blog.sciencenet.cn/home.php?do=blog&id=1521378&mod=space&uid=3291369 lists Acta Automatica Sinica, 2026, 52(1):18-51, DOI 10.16383/j.aas.c250394; author publication page also lists Jan 2026.",high,2508.15201,2025-08-21,row-level public-source audit,10.48550/arxiv.2508.15201,"OpenAlex term search: ""LIBERO benchmark"" robot; OpenAlex term search: ""LIBERO"" ""robot manipulation""; OpenAlex term search: ""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""; Semantic Scholar citation graph: arXiv 2306.03310","OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; OpenAlex term search matched '""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).",indexed-citation,http://arxiv.org/abs/2508.15201; https://arxiv.org/abs/2508.15201; https://arxiv.org/pdf/2508.15201; https://doi.org/10.48550/arXiv.2508.15201; https://doi.org/10.48550/arxiv.2508.15201; https://openalex.org/W4416222632; https://www.semanticscholar.org/paper/4f157904d3f624c018d09dec7d9e95278a2e6f9e; audit note: Suite fields left blank because the survey compiles prior methods rather than reporting one proposed method's LIBERO result.,reports-results,spatial; object; goal; long-10,not reported,"Survey Table 6 reports LIBERO Spatial/Object/Goal/Long/Average success rates for many VLA models, including pi0 97/99/96/85/94, Hume 97/99/99/97/98, OpenVLA-OFT 96/98/96/91/95, UniVLA 97/97/96/92/95, and WorldVLA 73/88/80/27/67. No single new audited method is introduced.",,,,,,,,,,,,,"arXiv PDF https://arxiv.org/pdf/2508.15201, Table 6 'Performance of VLAs in LIBERO'.",high,not-found,,"Checked arXiv 2508.15201, exact-title web search, GitHub, and Hugging Face. The row is a survey Table 6 compilation of prior LIBERO results, not a new result-producing model, and no survey-associated checkpoint or model release is linked. Generic prior-model weights are not tied to this tracked survey row.",high,Section 7.3 discusses LIBERO as a simulation benchmark and Table 6 compiles numeric LIBERO success rates for existing VLA models.,high,official-ish,"Compiles standard LIBERO Spatial, Object, Goal, and Long success rates for prior VLA models, not custom LIBERO-family variants."
451,SwiftVLA: Unlocking Spatiotemporal Dynamics for Lightweight VLA Models at Minimal Overhead,2025,arXiv.org,n/a,n/a,n/a,2512.00903,2025-11-30,arXiv API first-published metadata,10.48550/arXiv.2512.00903,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2512.00903; https://doi.org/10.48550/arXiv.2512.00903; https://www.semanticscholar.org/paper/30a09a717eddebe814b6c497f0099c477f86c149,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
452,SwitchVLA: Execution-Aware Task Switching for Vision-Language-Action Models,2025,ArXiv.org,arXiv preprint,arXiv abs https://arxiv.org/abs/2506.03574 lists first submission on 2025-06-04 and no journal_ref or accepted venue.,high,2506.03574,2025-06-04,row-level public-source audit,10.48550/arxiv.2506.03574,"OpenAlex term search: ""2306.03310""; OpenAlex term search: ""LIBERO benchmark"" robot; OpenAlex term search: ""LIBERO"" ""robot manipulation""; OpenAlex term search: ""LIBERO-Goal""; OpenAlex term search: ""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""; Semantic Scholar citation graph: arXiv 2306.03310","OpenAlex term search matched '""2306.03310""'; manual citation audit required.; OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Goal""'; manual citation audit required.; OpenAlex term search matched '""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).",indexed-citation,http://arxiv.org/abs/2506.03574; https://arxiv.org/abs/2506.03574; https://arxiv.org/pdf/2506.03574; https://doi.org/10.48550/arXiv.2506.03574; https://doi.org/10.48550/arxiv.2506.03574; https://openalex.org/W4416073113; https://www.semanticscholar.org/paper/bfa064f4c3b797a63bdad3f4f02d79ca12f252ab; audit note: Custom 8-task switching protocol on LIBERO-Goal; not transcribed into the original Goal suite column.,reports-results,other,50 expert trajectories per task,"Table 1 reports custom LIBERO-Goal switching success rates: SwitchVLA No Switch 93.0, Early Switch 93.5, Mid Switch 50.9, Late Switch 68.7. Table 2 reports simulation long-sequence success for SwitchVLA A->B through A->...->F: 100.0, 83.3, 83.3, 75.0, 50.0.",,,,,,,,,,,,,"arXiv PDF https://arxiv.org/pdf/2506.03574, Tables 1-2 and Section 4.2.",high,weight-but-not-for-number,,"Checked arXiv 2506.03574, the official project page https://switchvla.github.io, exact-title search, and Hugging Face model search. The project page only exposes the paper; Code and Models buttons are commented out. The paper builds SwitchVLA on Florence-2, but no trained SwitchVLA policy checkpoint for the reported LIBERO-Goal switching numbers was found.",high,"Section 4.2 says the experiments use the LIBERO-Goal suite, select 8 tasks with 50 expert trajectories each, and report task-switching success rates in Tables 1-2.",high,otherwise,Reports a custom LIBERO-Goal task-switching protocol on selected tasks rather than the standard full-suite success-rate evaluation.
453,T2S: Tokenized Skill Scaling for Lifelong Imitation Learning,2025,arXiv.org,n/a,n/a,n/a,2508.01167,2025-08-02,arXiv API first-published metadata,10.48550/arXiv.2508.01167,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2508.01167; https://doi.org/10.48550/arXiv.2508.01167; https://www.semanticscholar.org/paper/42d8e1166bdc17f735d72676849429b970a61416,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
454,Temporal Score Rescaling for Temperature Sampling in Diffusion and Flow Models,2025,arXiv.org,n/a,n/a,n/a,2510.01184,2025-10-01,arXiv API first-published metadata,10.48550/arXiv.2510.01184,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2510.01184; https://doi.org/10.48550/arXiv.2510.01184; https://www.semanticscholar.org/paper/f2e6c0f8a72fa5ecd0a8aec6bfa41eb56ecc6e93,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
455,TextAtari: 100K Frames Game Playing with Language Agents,2025,ArXiv.org,arXiv preprint,arXiv abs https://arxiv.org/abs/2506.04098 lists first submission on 2025-06-04 and no journal_ref or accepted venue.,high,2506.04098,2025-06-04,row-level public-source audit,10.48550/arxiv.2506.04098,"OpenAlex term search: ""LIBERO benchmark"" robot; OpenAlex term search: ""LIBERO"" ""robot manipulation""; OpenAlex term search: ""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""","OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; OpenAlex term search matched '""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""'; manual citation audit required.",manual-citation,http://arxiv.org/abs/2506.04098; https://arxiv.org/pdf/2506.04098; https://doi.org/10.48550/arxiv.2506.04098; https://openalex.org/W4416074961; audit note: LIBERO appears only as related benchmark context.,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,"arXiv PDF https://arxiv.org/pdf/2506.04098 cites LIBERO in the appendix/reference discussion of existing embodied benchmarks, but TextAtari evaluates Atari language-agent tasks and does not use or report LIBERO results.",high,,
456,TGRPO: Fine-tuning Vision-Language-Action Model via Trajectory-wise Group Relative Policy Optimization,2025,ArXiv.org,arXiv preprint,arXiv abs https://arxiv.org/abs/2506.08440 lists first submission on 2025-06-10 and no journal_ref or accepted venue.,high,2506.08440,2025-06-10,row-level public-source audit,10.48550/arxiv.2506.08440,"OpenAlex term search: ""LIBERO benchmark"" robot; Semantic Scholar citation graph: arXiv 2306.03310; arXiv API term search: all:LIBERO AND all:Long","OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).; arXiv metadata matched query 'all:LIBERO AND all:Long'; manual citation audit required.",indexed-citation,http://arxiv.org/abs/2506.08440; https://arxiv.org/abs/2506.08440; https://arxiv.org/pdf/2506.08440; https://doi.org/10.48550/arXiv.2506.08440; https://doi.org/10.48550/arxiv.2506.08440; https://openalex.org/W4417256425; https://www.semanticscholar.org/paper/e5f29e2ea16298699d7f3c1e46cca4df75896b1d; audit note: The paper references successful demonstrations and 50 evaluation episodes but does not state a demos-per-task count for training.,reports-results,spatial; object; goal; long-10,not reported,"Table I reports TGRPO (Ours): LIBERO-Spatial 90.4, LIBERO-Object 92.2, LIBERO-Goal 81.0, LIBERO-Long 59.2, Average 80.7. Baselines include Octo 73.9 Avg, OpenVLA-SFT 76.5 Avg, OpenVLA-DPO 76.2 Avg, and GRAPE 80.2 Avg.",90.4,92.2,81.0,59.2,88.5,GRAPE,92.1,GRAPE,83.1,GRAPE,57.2,GRAPE,"arXiv PDF https://arxiv.org/pdf/2506.08440, Table I and Section V.",high,weight-but-not-for-number,,"Checked arXiv 2506.08440, exact-title search, Hugging Face, and the claimed official repository https://github.com/hahans/TGRPO, which returns 404. The paper fine-tunes OpenVLA with LoRA for the TGRPO LIBERO numbers; public OpenVLA/base weights are only initialization, and no TGRPO fine-tuned policy checkpoint was found.",high,Abstract and Section V state experiments on four LIBERO task categories; Table I reports mean success rates by suite.,high,official-ish,Reports mean success rates on the four original LIBERO task suites under the usual per-task/per-suite success-rate evaluation.
457,"The Better You Learn, The Smarter You Prune: Towards Efficient Vision-language-action Models via Differentiable Token Pruning",2025,ArXiv.org,arXiv preprint,arXiv abs https://arxiv.org/abs/2509.12594 lists first submission on 2025-09-16 and no journal_ref or accepted venue.,high,2509.12594,2025-09-16,row-level public-source audit,10.48550/arxiv.2509.12594,"OpenAlex term search: ""LIBERO benchmark"" robot; Semantic Scholar citation graph: arXiv 2306.03310; arXiv API term search: all:LIBERO AND all:Goal","OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).; arXiv metadata matched query 'all:LIBERO AND all:Goal'; manual citation audit required.",indexed-citation,http://arxiv.org/abs/2509.12594; https://arxiv.org/abs/2509.12594; https://arxiv.org/pdf/2509.12594; https://doi.org/10.48550/arXiv.2509.12594; https://doi.org/10.48550/arxiv.2509.12594; https://openalex.org/W4415250071; https://www.semanticscholar.org/paper/6163650edbfba0a837b0722c9c49ed49040ba70d,reports-results,spatial; object; goal; long-10,50 expert demonstrations per task,"Table I reports LightVLA (Ours): Spatial 98.4, Object 98.4, Goal 98.2, Long 94.6, Avg 97.4. The table also reports retained visual-token counts by suite.",98.4,98.4,98.2,94.6,97.6,OpenVLA-OFT,98.8,pi0,95.8,pi0,92.0,OpenVLA-OFT,"arXiv PDF https://arxiv.org/pdf/2509.12594, Section IV-A and Table I.",high,number-associated weight available,https://huggingface.co/TTJiang/models?search=lightvla,"Checked arXiv 2509.12594, official project page, official GitHub https://github.com/LiAutoAD/LightVLA, and Hugging Face metadata. The official README links Checkpoints to TTJiang's LightVLA models; HF lists LightVLA-libero-spatial, LightVLA-libero-object, LightVLA-libero-goal, and LightVLA-libero-10 with model shards plus action_head--40000_checkpoint.pt/proprio_projector checkpoints. LIBERO.md says these are the independently trained LightVLA checkpoints for the four reported LIBERO suites.",high,Section IV-A says LightVLA is evaluated on LIBERO Spatial/Object/Goal/Long with 500 expert demonstrations across 10 tasks per suite and 50 trials per task; Table I reports success rates.,high,official-ish,"Reports standard LIBERO Spatial, Object, Goal, and Long success rates with the usual 50-trial-per-task suite evaluation."
